number,opened_at,sys_created_at,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,assigned_to,closed_code,resolved_by,resolved_at,closed_at,resolution_hours,closure_hours,resolution_days,closure_days,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,sla_status,was_reopened,high_reassignment
INC0031463,2016-05-20 08:24:00,,Caller 1636,Opened by  55,Phone,Location 143,Category 23,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,1,0,2,True,Resolver 28,code 6,Resolved by 27,2016-05-20 08:35:00,2016-05-25 09:07:00,0.18333333333333332,120.71666666666667,0.007638888888888889,5.029861111111111,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031464,2016-05-20 08:25:00,2016-05-20 08:49:00,Caller 1953,Opened by  17,Phone,Location 97,Category 44,Subcategory 59,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 5,False,False,Do Not Notify,,,,,Closed,False,2,0,8,True,Resolver 237,code 6,Resolved by 216,2016-05-23 15:41:00,2016-05-28 16:07:00,79.26666666666667,199.7,3.3027777777777776,8.320833333333333,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031465,2016-05-20 08:25:00,,Caller 616,Opened by  17,Phone,Location 161,Category 61,Subcategory 36,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 73,False,False,Do Not Notify,,,,,Closed,False,1,0,3,True,Resolver 56,code 6,Resolved by 52,2016-05-20 08:44:00,2016-05-25 09:07:00,0.31666666666666665,120.7,0.013194444444444444,5.029166666666667,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031466,2016-05-20 08:25:00,2016-05-20 08:28:00,Caller 136,Opened by  108,Phone,Location 161,Category 26,Subcategory 275,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,7,True,Resolver 217,code 6,Resolved by 198,2016-05-20 11:27:00,2016-05-25 12:07:00,3.033333333333333,123.7,0.12638888888888888,5.154166666666667,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031467,2016-05-20 08:27:00,,Caller 765,Opened by  131,Phone,Location 108,Category 23,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 73,code 7,Resolved by 66,2016-05-20 08:35:00,2016-05-25 09:07:00,0.13333333333333333,120.66666666666667,0.005555555555555556,5.027777777777778,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031468,2016-05-20 08:27:00,,Caller 1423,Opened by  17,Phone,Location 161,Category 9,Subcategory 202,Symptom 70,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 6,Resolved by 11,2016-05-20 08:56:00,2016-05-25 09:07:00,0.48333333333333334,120.66666666666667,0.02013888888888889,5.027777777777778,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031470,2016-05-20 08:30:00,2016-05-20 08:33:00,Caller 1636,Opened by  55,Phone,Location 143,Category 9,Subcategory 164,Symptom 571,,2 - Medium,2 - Medium,3 - Moderate,Group 28,False,False,Do Not Notify,,,,,Closed,False,0,0,10,False,Resolver 78,code 6,Resolved by 71,2016-06-06 15:58:00,2016-06-11 16:07:00,415.46666666666664,535.6166666666667,17.31111111111111,22.31736111111111,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031471,2016-05-20 08:30:00,,Caller 1207,Opened by  55,Phone,Location 143,Category 42,Subcategory 223,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,14,False,Resolver 180,,Resolved by 163,2016-06-10 16:56:00,2016-06-15 17:00:00,512.4333333333333,632.5,21.351388888888888,26.354166666666668,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031472,2016-05-20 08:30:00,,Caller 677,Opened by  24,Phone,Location 111,Category 53,Subcategory 178,Symptom 23,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 7,Resolved by 15,2016-05-20 08:35:00,2016-05-25 09:07:00,0.08333333333333333,120.61666666666666,0.003472222222222222,5.0256944444444445,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031473,2016-05-20 08:31:00,2016-05-20 08:58:00,Caller 4500,Opened by  301,Phone,Location 143,Category 34,Subcategory 134,Symptom 102,,2 - Medium,2 - Medium,3 - Moderate,Group 28,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 236,code 11,Resolved by 215,2016-05-20 14:21:00,2016-05-25 15:07:00,5.833333333333333,126.6,0.24305555555555555,5.2749999999999995,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031474,2016-05-20 08:33:00,,Caller 4162,Opened by  108,Phone,Location 204,Category 46,Subcategory 220,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 66,False,False,Do Not Notify,,,,,Closed,False,0,0,13,False,Resolver 175,code 6,Resolved by 158,2016-06-17 11:46:00,2016-06-22 12:00:00,675.2166666666667,795.45,28.134027777777778,33.143750000000004,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031476,2016-05-20 08:36:00,2016-05-20 08:39:00,Caller 1531,Opened by  142,Phone,Location 204,Category 57,Subcategory 85,Symptom 387,,2 - Medium,2 - Medium,3 - Moderate,Group 58,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 167,code 6,Resolved by 150,2016-05-20 11:25:00,2016-05-25 12:07:00,2.816666666666667,123.51666666666667,0.11736111111111112,5.146527777777778,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031478,2016-05-20 08:39:00,2016-05-20 08:48:00,Caller 296,Opened by  131,Phone,Location 204,Category 42,Subcategory 223,Symptom 65,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 183,code 6,Resolved by 166,2016-05-20 10:09:00,2016-05-25 10:10:00,1.5,121.51666666666667,0.0625,5.063194444444444,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031479,2016-05-20 08:40:00,2016-05-20 08:49:00,Caller 1222,Opened by  17,Phone,Location 204,Category 57,Subcategory 185,,,2 - Medium,2 - Medium,3 - Moderate,Group 24,False,False,Do Not Notify,,,,,Closed,False,1,0,7,True,Resolver 140,code 6,Resolved by 126,2016-05-24 12:48:00,2016-05-29 13:07:00,100.13333333333334,220.45,4.1722222222222225,9.185416666666667,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031480,2016-05-20 08:41:00,2016-05-20 08:48:00,Caller 5149,Opened by  55,Phone,Location 51,Category 19,Subcategory 163,Symptom 454,,2 - Medium,2 - Medium,3 - Moderate,Group 30,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 201,code 6,Resolved by 183,2016-05-20 09:18:00,2016-05-25 10:07:00,0.6166666666666667,121.43333333333334,0.025694444444444447,5.059722222222223,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031481,2016-05-20 08:41:00,,Caller 3440,Opened by  55,Phone,Location 16,Category 35,Subcategory 28,Symptom 506,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 28,code 6,Resolved by 27,2016-05-20 08:46:00,2016-05-25 09:07:00,0.08333333333333333,120.43333333333334,0.003472222222222222,5.018055555555556,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031482,2016-05-20 08:44:00,,Caller 2801,Opened by  108,Phone,Location 161,Category 26,Subcategory 175,Symptom 119,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,8,True,Resolver 115,code 4,Resolved by 103,2016-05-23 16:53:00,2016-05-28 17:07:00,80.15,200.38333333333333,3.3395833333333336,8.349305555555555,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031485,2016-05-20 08:47:00,,Caller 3502,Opened by  55,Phone,Location 204,Category 28,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 56,False,False,Do Not Notify,,,,,Closed,False,1,0,17,False,Resolver 115,code 9,Resolved by 103,2016-06-02 10:09:00,2016-06-07 10:10:00,313.3666666666667,433.3833333333333,13.056944444444445,18.05763888888889,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031486,2016-05-20 08:48:00,2016-05-20 08:59:00,Caller 103,Opened by  17,Phone,Location 83,Category 23,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 31,code 10,Resolved by 30,2016-05-20 16:32:00,2016-05-25 17:07:00,7.733333333333333,128.31666666666666,0.32222222222222224,5.346527777777777,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031487,2016-05-20 08:48:00,,Caller 4455,Opened by  55,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 28,code 7,Resolved by 27,2016-05-20 09:31:00,2016-05-25 10:07:00,0.7166666666666667,121.31666666666666,0.029861111111111113,5.054861111111111,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031488,2016-05-20 08:49:00,2016-05-20 08:59:00,Caller 1440,Opened by  17,Phone,Location 204,Category 9,Subcategory 164,Symptom 471,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,0,0,11,False,Resolver 125,code 5,Resolved by 113,2016-05-30 08:29:00,2016-06-04 09:07:00,239.66666666666666,360.3,9.98611111111111,15.012500000000001,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031489,2016-05-20 08:50:00,,Caller 3685,Opened by  17,Phone,Location 143,Category 42,Subcategory 223,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 7,Resolved by 11,2016-05-20 09:22:00,2016-05-25 10:07:00,0.5333333333333333,121.28333333333333,0.022222222222222223,5.053472222222222,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031490,2016-05-20 08:52:00,,Caller 390,Opened by  131,Phone,Location 204,Category 53,Subcategory 303,Symptom 583,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 73,code 6,Resolved by 66,2016-05-20 09:21:00,2016-05-25 10:07:00,0.48333333333333334,121.25,0.02013888888888889,5.052083333333333,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031491,2016-05-20 08:54:00,,Caller 3553,Opened by  17,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 9,Resolved by 11,2016-05-20 09:00:00,2016-05-25 09:07:00,0.1,120.21666666666667,0.004166666666666667,5.009027777777778,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031492,2016-05-20 08:54:00,2016-05-20 09:03:00,Caller 218,Opened by  108,Phone,Location 85,Category 37,Subcategory 123,Symptom 495,,2 - Medium,2 - Medium,3 - Moderate,Group 50,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 117,code 6,Resolved by 106,2016-05-20 16:33:00,2016-05-25 17:07:00,7.65,128.21666666666667,0.31875000000000003,5.342361111111111,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031493,2016-05-20 08:55:00,,Caller 1679,Opened by  24,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 6,Resolved by 15,2016-05-20 09:15:00,2016-05-25 10:07:00,0.3333333333333333,121.2,0.013888888888888888,5.05,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031494,2016-05-20 08:56:00,2016-05-20 08:59:00,Caller 1423,Opened by  17,Phone,Location 161,Category 34,Subcategory 162,,,2 - Medium,2 - Medium,3 - Moderate,Group 24,False,False,Do Not Notify,,,,,Closed,False,1,0,7,True,Resolver 190,code 6,Resolved by 173,2016-05-24 15:25:00,2016-05-29 16:07:00,102.48333333333333,223.18333333333334,4.270138888888889,9.299305555555556,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031495,2016-05-20 08:57:00,,Caller 3685,Opened by  17,Phone,Location 143,Category 26,Subcategory 275,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 13,code 7,Resolved by 11,2016-05-20 09:29:00,2016-05-25 10:07:00,0.5333333333333333,121.16666666666667,0.022222222222222223,5.048611111111112,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031497,2016-05-20 08:59:00,,Caller 296,Opened by  55,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 28,code 6,Resolved by 27,2016-05-20 09:03:00,2016-05-25 09:07:00,0.06666666666666667,120.13333333333334,0.002777777777777778,5.0055555555555555,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031498,2016-05-20 08:59:00,,Caller 4500,Opened by  301,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 149,code 9,Resolved by 133,2016-05-20 09:03:00,2016-05-25 09:07:00,0.06666666666666667,120.13333333333334,0.002777777777777778,5.0055555555555555,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031499,2016-05-20 09:01:00,,Caller 2729,Opened by  17,Phone,Location 59,Category 20,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,5,0,34,False,Resolver 109,code 6,Resolved by 228,2016-08-02 09:45:00,2016-08-07 10:00:00,1776.7333333333333,1896.9833333333333,74.03055555555555,79.04097222222222,2016-05-20,2016,5,May,Friday,Breached SLA,False,True
INC0031502,2016-05-20 09:03:00,,Caller 4056,Opened by  17,Phone,Location 143,Category 26,Subcategory 175,Symptom 130,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 13,code 7,Resolved by 11,,2016-05-25 10:07:00,,121.06666666666666,,5.044444444444444,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031503,2016-05-20 09:03:00,,Caller 4162,Opened by  301,Phone,Location 204,Category 51,Subcategory 301,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 54,False,False,Do Not Notify,,,,,Closed,False,1,0,12,False,Resolver 193,code 6,Resolved by 176,2016-06-10 16:17:00,2016-06-15 17:00:00,511.23333333333335,631.95,21.30138888888889,26.33125,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031505,2016-05-20 09:03:00,2016-05-20 09:06:00,Caller 681,Opened by  131,Phone,Location 204,Category 42,Subcategory 223,Symptom 532,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,3,True,Resolver 183,code 6,Resolved by 166,2016-05-20 10:24:00,2016-05-25 11:07:00,1.35,122.06666666666666,0.05625,5.086111111111111,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031507,2016-05-20 09:05:00,2016-05-20 09:14:00,Caller 2370,Opened by  17,Phone,Location 108,Category 46,Subcategory 150,Symptom 519,,2 - Medium,2 - Medium,3 - Moderate,Group 10,False,False,Do Not Notify,,,,,Closed,False,0,0,5,True,Resolver 200,code 6,Resolved by 182,2016-05-24 14:46:00,2016-05-29 15:07:00,101.68333333333334,222.03333333333333,4.236805555555556,9.251388888888888,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031508,2016-05-20 09:06:00,2016-05-20 09:11:00,Caller 681,Opened by  131,Phone,Location 204,Category 23,Subcategory 3,Symptom 9,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,5,0,39,False,Resolver 114,code 6,Resolved by 53,2016-07-04 14:13:00,2016-07-09 15:00:00,1085.1166666666666,1205.9,45.21319444444444,50.24583333333334,2016-05-20,2016,5,May,Friday,Breached SLA,False,True
INC0031509,2016-05-20 09:08:00,2016-05-20 09:09:00,Caller 2376,Opened by  70,Phone,Location 93,Category 46,Subcategory 150,Symptom 526,,2 - Medium,2 - Medium,3 - Moderate,Group 10,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 37,code 6,Resolved by 35,2016-05-20 10:34:00,2016-05-25 11:07:00,1.4333333333333333,121.98333333333333,0.059722222222222225,5.082638888888889,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031512,2016-05-20 09:10:00,,Caller 3927,Opened by  17,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 6,Resolved by 11,2016-05-20 09:14:00,2016-05-25 10:07:00,0.06666666666666667,120.95,0.002777777777777778,5.039583333333334,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031513,2016-05-20 09:12:00,2016-05-20 09:25:00,Caller 2216,Opened by  108,Phone,Location 55,Category 46,Subcategory 174,Symptom 221,,2 - Medium,2 - Medium,3 - Moderate,Group 57,False,False,Do Not Notify,,,,,Closed,False,3,0,7,False,Resolver 234,code 1,Resolved by 213,2016-05-27 11:56:00,2016-06-01 12:07:00,170.73333333333332,290.9166666666667,7.113888888888888,12.121527777777779,2016-05-20,2016,5,May,Friday,Breached SLA,False,True
INC0031515,2016-05-20 09:13:00,2016-05-20 09:16:00,Caller 3808,Opened by  369,Phone,Location 199,Category 42,Subcategory 29,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 55,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 84,code 6,Resolved by 77,2016-05-20 09:43:00,2016-05-25 10:07:00,0.5,120.9,0.020833333333333332,5.0375000000000005,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031518,2016-05-20 09:19:00,2016-05-20 09:29:00,Caller 2884,Opened by  267,Phone,Location 231,Category 28,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 9,False,False,Do Not Notify,,,,,Closed,False,1,0,11,False,Resolver 201,code 6,Resolved by 183,2016-06-08 15:39:00,2016-06-13 16:07:00,462.3333333333333,582.8,19.26388888888889,24.28333333333333,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031519,2016-05-20 09:20:00,,Caller 1039,Opened by  17,Phone,Location 51,Category 42,Subcategory 223,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 6,Resolved by 11,2016-05-20 09:30:00,2016-05-25 10:07:00,0.16666666666666666,120.78333333333333,0.006944444444444444,5.032638888888889,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031520,2016-05-20 09:21:00,,Caller 3336,Opened by  62,Phone,Location 143,Category 42,Subcategory 223,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 33,code 7,Resolved by 32,2016-05-20 09:25:00,2016-05-25 10:07:00,0.06666666666666667,120.76666666666667,0.002777777777777778,5.031944444444444,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031521,2016-05-20 09:25:00,2016-05-20 09:29:00,Caller 3336,Opened by  62,Phone,Location 143,Category 53,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 48,False,False,Do Not Notify,,,,,Closed,False,2,0,6,True,Resolver 236,code 9,Resolved by 215,2016-05-20 14:16:00,2016-05-25 15:07:00,4.85,125.7,0.2020833333333333,5.2375,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031522,2016-05-20 09:26:00,2016-05-20 09:33:00,Caller 1776,Opened by  44,Phone,Location 161,Category 57,Subcategory 185,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 24,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 24,code 6,Resolved by 22,2016-05-20 09:34:00,2016-05-25 10:07:00,0.13333333333333333,120.68333333333334,0.005555555555555556,5.028472222222223,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031523,2016-05-20 09:27:00,2016-05-20 09:32:00,Caller 2376,Opened by  68,Phone,Location 93,Category 42,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 10,False,False,Do Not Notify,,,,,Closed,False,0,0,9,False,Resolver 37,code 6,Resolved by 35,2016-06-08 11:30:00,2016-06-13 12:07:00,458.05,578.6666666666666,19.085416666666667,24.11111111111111,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031524,2016-05-20 09:27:00,2016-05-20 09:53:00,Caller 4221,Opened by  17,Phone,Location 143,Category 46,Subcategory 150,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 10,False,False,Do Not Notify,,,,,Closed,False,2,0,8,True,Resolver 37,code 6,Resolved by 35,2016-05-20 12:50:00,2016-05-25 13:07:00,3.3833333333333333,123.66666666666667,0.14097222222222222,5.152777777777778,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031526,2016-05-20 09:29:00,2016-05-20 09:40:00,Caller 1870,Opened by  17,Phone,Location 143,Category 46,Subcategory 251,Symptom 217,,2 - Medium,2 - Medium,3 - Moderate,Group 22,False,False,Do Not Notify,,,,,Closed,False,0,4,39,False,Resolver 52,code 4,Resolved by 213,2016-07-25 15:06:00,2016-07-30 15:07:00,1589.6166666666666,1709.6333333333334,66.23402777777777,71.23472222222223,2016-05-20,2016,5,May,Friday,Breached SLA,True,False
INC0031527,2016-05-20 09:29:00,,Caller 4364,Opened by  24,Phone,Location 71,Category 32,Subcategory 9,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 6,Resolved by 15,2016-05-20 09:35:00,2016-05-25 10:07:00,0.1,120.63333333333334,0.004166666666666667,5.0263888888888895,2016-05-20,2016,5,May,Friday,Met SLA,False,False
